name,ID,SMILES,InChI,Caco-2Papp?(¡Á 10?6?cm/s),LogPapp
,CHEMBL3785102,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCOCC5)c(OC)c4,PLIGIDXAMNZKAT-UHFFFAOYSA-N,51,1.707570176
,CHEMBL3787028,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCCOCC5)cc4,YJQKVKQPRXATHT-UHFFFAOYSA-N,51,1.707570176
,CHEMBL3417049,Clc1ccc(cc1Cl)n2cc(NCCN3CCOCC3)nn2,IMNQHPJWYDWAFX-UHFFFAOYSA-N,51,1.707570176
,CHEMBL3747310,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCOCC4=O)c(F)c3,NFLGJSBUECMFDX-LBPRGKRZSA-N,50.57,1.703892954
,CHEMBL2089272,S(c1ncnc2sccc12)c3nnc4ccccn34,YIPSLXATRNOJHZ-UHFFFAOYSA-N,50,1.698970004
,CHEMBL2316380,O=C(NCC1CCC1)c2nccnc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35,WGBXCFFEQOKHNE-UHFFFAOYSA-N,50,1.698970004
,CHEMBL2164042,Fc1cnc(CCN2C(C(=O)NCc3cccc(OC(F)(F)F)c3)c4ccccc4C2=O)nc1,FLMWTINNGMAPSE-UHFFFAOYSA-N,50,1.698970004
,CHEMBL3787639,FC(F)Oc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cc4,DOYJRSIFDNNMJC-UHFFFAOYSA-N,50,1.698970004
,CHEMBL3347478,COc1cc(Nc2nc3N(CC4CC(F)(F)C4)C(=O)CC(C)n3n2)ccc1n5cnc(C)c5,XUCLZMXRDAGRSB-UHFFFAOYSA-N,50,1.698970004
,CHEMBL480558,CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,PYZFRRVBPNGCBX-SECBINFHSA-N,50,1.698970004
,CHEMBL3319490,C[C@@H](Nc1cc(F)cc(F)c1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C,JWFASRFEZHUZFO-CQSZACIVSA-N,50,1.698970004
,CHEMBL2332732,COCCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl,DFISWFJJANGAHT-NRFANRHFSA-N,49.9,1.698100546
,CHEMBL2170529,CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C(=C1C)c5ccncc5,ARGUCAOPWRLIDM-UHFFFAOYSA-N,49.9,1.698100546
,CHEMBL205462,CCN(CCCCO)C(=O)N(CC)c1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F,HLBZTKNWROADNW-UHFFFAOYSA-N,49.7,1.696356389
,CHEMBL1649656,FC(F)(F)c1nn(c2CCOCc12)c3ccc(cc3)C(=O)N4CCCC4,GIVZDASVXCBGBL-UHFFFAOYSA-N,49.5,1.694605199
,CHEMBL46817,CN(C)c1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1,FGGSNQOBRJVAKL-UHFFFAOYSA-N,49.19,1.691876823
,CHEMBL1649683,FC(F)(F)c1nn(c2COCCc12)c3ccc(cc3)C(=O)N4CCCC4,UHTWSBHKNUALPU-UHFFFAOYSA-N,49,1.69019608
,CHEMBL3785819,COc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cn4,UICGRIRUICYDHQ-UHFFFAOYSA-N,49,1.69019608
,CHEMBL1800751,CC(C)(C)c1ccc2oc(nc2c1)N3CCCN(CC3)C(=O)C4CCOCC4,SPLUYITUUPHMAR-UHFFFAOYSA-N,49,1.69019608
,CHEMBL3809216,CC(=C)[C@@H]1CCC(=C[C@H]1c2c(O)cc(CC3CN(C3)C(=O)C)cc2O)C,VWVIOABMCXYUAS-RBUKOAKNSA-N,49,1.69019608
,CHEMBL3608680,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4,PPSNFPASKFYPMN-SECBINFHSA-N,48.7,1.687528961
,CHEMBL3401127,C[C@H]1OCCN([C@@H]1C)C2=NC(=CC(=O)N2C)c3ccncc3F,XCJBWBMTIYUPEB-GHMZBOCLSA-N,48.5,1.685741739
,CHEMBL610780,COc1ccc(cc1)n2cc(c(N)n2)c3ccc4CCNC(=O)c4c3,ZBIFKWQZJMJWRU-UHFFFAOYSA-N,48.3,1.683947131
,CHEMBL3222246,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(cc4Cl)C#N,HVJQNZKHRZZYHJ-UHFFFAOYSA-N,48.2,1.683047038
,CHEMBL603668,COc1cc(on1)C(=O)Nc2nonc2NCc3ccc(cc3F)c4cc(Cl)cc(F)c4c5noc(C)n5,WEVILATZZMPFBJ-UHFFFAOYSA-N,48,1.681241237
,CHEMBL2059581,COC[C@@H]1CCCN1CC(O)CN2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)c4nn(C(C)C)c5ccccc45,VLXHPHYAICJTQV-PCFDSBEJSA-N,48,1.681241237
Imipramine,CAS50-49-7,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,48,1.681241237
,CHEMBL3608684,Cc1nsc(n1)c2nnc3CN(CCn23)C(=O)c4ccc(F)cc4,UHNVQJPBRBMNNN-UHFFFAOYSA-N,47.7,1.678518379
,CHEMBL260505,COc1cc2CCN(Cc3ccc(cc3)c4ccc(O)cc4)Cc2cc1OC,ATYXTVKHMLAWBZ-UHFFFAOYSA-N,47.6,1.677606953
,CHEMBL3628630,COc1cccc(Oc2cc(ccc2NS(=O)(=O)C)[N+](=O)[O-])c1,MNCWVCGDSFWTPZ-UHFFFAOYSA-N,47.5,1.67669361
,CHEMBL3746680,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCCCC4=O,PVMWNUGUQQILJR-HNNXBMFYSA-N,47.25,1.674401813
,CHEMBL399121,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,AIONOLUJZLIMTK-AWEZNQCLSA-N,47.1,1.673020907
,CHEMBL482967,Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,47.04,1.672467313
,CHEMBL507614,OC(=O)c1cc2sccc2[nH]1,PMHDSACGRKBACK-UHFFFAOYSA-N,47,1.672097858
,CHEMBL1649682,Fc1cc(cc(F)c1CN2CCCC2=O)n3nc(c4COCCc34)C(F)(F)F,KSRDECNQNMUKOU-UHFFFAOYSA-N,47,1.672097858
,CHEMBL1649681,FC(F)(F)c1nn(c2CCOCc12)c3ccc(CN4CCCC4=O)cc3,URIDIEFPWLZYEF-UHFFFAOYSA-N,47,1.672097858
,CHEMBL2316378,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5,YVITVABZYDPMHU-UHFFFAOYSA-N,47,1.672097858
,CHEMBL3427414,Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,GUTYUCQVLRHHTF-MDWZMJQESA-N,47,1.672097858
,CHEMBL3663242,C[C@H]1Cn2c(nnc2c3cnccn3)C(=O)N1Cc4cccc(c4Cl)C(F)(F)F,FMFQOPWVQJKIAD-JTQLQIEISA-N,47,1.672097858
,CHEMBL521075,CCC(=O)Nc1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC,OXGSPQPAZQTQCO-UHFFFAOYSA-N,46.9,1.671172843
Piroxicam,CAS36322-90-4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,QYSPLQLAKJAUJT-UHFFFAOYSA-N,46.8,1.670245853
,CHEMBL3309331,C=CCNC(=O)c1cccnc1NCC=C,QNKRCGAFGBDNLN-UHFFFAOYSA-N,46.8,1.670245853
,CHEMBL3608687,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(Cl)cc4,ZMIOQWILBZBCHW-SECBINFHSA-N,46.7,1.669316881
,CHEMBL2170946,CN(C)CCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,BWWZBAPDCWXGKS-UHFFFAOYSA-N,46.5,1.667452953
,CHEMBL331044,C[C@@H](NC(=O)C)C(=O)NCCc1ccccc1,MCDHEYHDZSVVDX-SNVBAGLBSA-N,46.5,1.667452953
,CHEMBL3747342,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCCCC4=O)c(F)c3,PHQKIQDEGBFBOV-ZDUSSCGKSA-N,46.26,1.665205628
,CHEMBL3417063,Clc1ccc(Cn2cc(NCCN3CCOCC3)nn2)cc1Cl,YDJMFRCIYYGGNA-UHFFFAOYSA-N,46.2,1.664641976
,CHEMBL3731984,CCOc1ccc(cc1)c2nnc(SCC(=O)Nc3cc(C)cc(C)c3)[nH]2,JCARBOHBFYSHSE-UHFFFAOYSA-N,46.1,1.663700925
,CHEMBL405372,COc1ccc2CCCC(CCCN3CCc4cc(OC)c(OC)cc4C3)c2c1,CRXITWCKFZMSFG-UHFFFAOYSA-N,46,1.662757832
,CHEMBL3786572,COc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cc4,VISZXWKIWZTHGH-UHFFFAOYSA-N,46,1.662757832
,CHEMBL3787461,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCN(C)CC5)c(F)c4,JZBRROOMXUTJLB-UHFFFAOYSA-N,46,1.662757832
,CHEMBL3787582,CN1CCN(Cc2ccc(OC3CN(C3)C(=O)c4oc(nn4)c5ccccc5)cc2F)CC1,UTJXTQGALFXJGW-UHFFFAOYSA-N,46,1.662757832
,CHEMBL2180016,CC1(N=C(N)C(=N1)c2ccccc2)c3cccc(c3)c4cccnc4,QCKWDUXMUOHHDA-UHFFFAOYSA-N,46,1.662757832
,CHEMBL3134083,CC1(C)NC(=O)c2cc(cc(c2NC1=O)C(F)(F)F)S(=O)(=O)Nc3ccc(F)cc3F,FMCMCBJKCFGXPB-UHFFFAOYSA-N,46,1.662757832
,CHEMBL2418946,CC(=O)Nc1nc2ccc(cc2s1)c3ccc(N)nc3,WNYMKNYCLRXAIM-UHFFFAOYSA-N,46,1.662757832
,CHEMBL1649658,FC(F)(F)c1nn(c2CCCCc12)c3ccc(cc3)C(=O)N4CCOCC4,LJFXTTHMKFWCFR-UHFFFAOYSA-N,45.5,1.658011397
,CHEMBL1081971,O=C(Nc1ccc(c2ccncn2)c(n1)c3occc3)C4CC4,QLBNYHQORUEQJE-UHFFFAOYSA-N,45,1.653212514
,CHEMBL3347479,COc1cc(Nc2nc3N(Cc4ccccc4C(F)(F)F)C(=O)CCn3n2)ccc1n5cnc(C)n5,GGCYEJXAWFPQOL-UHFFFAOYSA-N,45,1.653212514
,CHEMBL3086255,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccc(C=C)cc1)C(=O)N[C@H](C(=O)NCC=C)C(C)(C)C)Cc2ccc(Br)cc2)C(C)(C)C,YTJQHSDHKQFNJM-SQQFMCCZSA-N,45,1.653212514
Benoxaprofen,PubChemCID39941,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,MITFXPHMIHQXPI-UHFFFAOYSA-N,45,1.653212514
,CHEMBL3233884,OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc4N(CCOc4c3)C(=O)Nc5ccccc5,BNMAWKODXGBMCG-MEMLXQNLSA-N,44.8,1.651278014
,CHEMBL108,NC(=O)N1c2ccccc2C=Cc3ccccc13,FFGPTBGBLSHEPO-UHFFFAOYSA-N,44.747,1.650763924
,CHEMBL2151197,CCNC(=O)[C@@H]1C[C@@](F)(C1)c2ccc(CN3CCCC3)c(F)c2,SXMBKHYDZOCBMT-PPUGGXLSSA-N,44.7,1.650307523
,CHEMBL3401129,CN1C(=O)C=C(N=C1N2CCO[C@@H]3CCC[C@@H]23)c4ccncc4F,IKJQAMMPHAQXBH-HUUCEWRRSA-N,44.5,1.648360011
,CHEMBL163451,NC(=O)c1cccc(Cn2cccn2)c1,ASCGVLMPDBVQPU-UHFFFAOYSA-N,44.4,1.64738297
,CHEMBL1649684,FC(F)(F)c1nn(c2COCCc12)c3ccc(CN4CCCC4=O)cc3,GWGLGISJEZMMGU-UHFFFAOYSA-N,44,1.643452676
,CHEMBL3086257,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccc(CC=C)cc1)C(=O)N[C@H](C(=O)NCC=C)C(C)(C)C)Cc2ccc(Br)cc2)C(C)(C)C,JCWVDYWQTZIUIJ-QWZYCTBNSA-N,44,1.643452676
,CHEMBL3086256,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccc(CC=C)cc1)C(=O)N[C@@H](C(C)C)C(=O)NCC=C)Cc2ccc(Br)cc2)C(C)(C)C,GNJPEDGPOJXRSS-GJITUFOTSA-N,44,1.643452676
,CHEMBL3319489,CC(Nc1ccc(F)c(F)c1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C,HVSBKTAFBBXIGT-UHFFFAOYSA-N,44,1.643452676
,CHEMBL2397314,C[C@H](CC(F)(F)F)C(=O)Nc1nc(C)c(s1)c2ccc(N)nc2,IIFUCWPNUMIYRT-SSDOTTSWSA-N,44,1.643452676
,CHEMBL2146750,C[C@@H](C(=O)O)c1ccc([C@H](N2CCC(C)CC2)c3ccc(F)cc3)c(c1)c4ccc(cc4)C(F)(F)F,ONYWALXTZFPKAS-XHCCPWGMSA-N,43.8,1.641474111
,CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,VHGCDTVCOLNTBX-QGZVFWFLSA-N,43.7,1.640481437
,CHEMBL3608740,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccccc4,HQFWWFCJWZXHFM-SNVBAGLBSA-N,43.7,1.640481437
,CHEMBL3747018,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(nc3)N4CCOCC4=O,OFLAZKSRHYMRKM-LBPRGKRZSA-N,43.41,1.637589786
,CHEMBL3747560,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCOCC4)c(F)c3,DONJTYFZFLUBNV-ZDUSSCGKSA-N,43.33,1.636788689
,CHEMBL3604333,C[C@H]1Cn2c(CN1C(=O)c3cccc(Cl)c3Cl)nnc2c4ccc(F)cc4,LEKYBEUSNCUHQO-NSHDSACASA-N,43.3,1.636487896
,CHEMBL3291135,Cc1c(\C=N\NC(=O)c2ccc(cc2)[N+](=O)[O-])no[n+]1[O-],IWNNJNPYZHDHJJ-WUXMJOGZSA-N,43.17,1.635182049
,CHEMBL2316379,O=C(NCC1CCOCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35,SBMZVMAQHHRTLR-UHFFFAOYSA-N,43,1.633468456
,CHEMBL3786094,Fc1ccc(cc1)[C@@H](OC(=O)c2ccccc2)C(=O)N3N=CC[C@H]3C(=O)NCc4cc(Cl)ccc4n5cnnn5,ASJUQSLSTRJAEF-BJKOFHAPSA-N,43,1.633468456
,CHEMBL1649685,CN1CCc2c(C1)n(nc2C(F)(F)F)c3ccc(CN4CCCC4=O)cc3,ZIPGXLPLMWBESM-UHFFFAOYSA-N,43,1.633468456
,CHEMBL2165605,Clc1ccc(OCC2=CC(=O)NN2)cc1,KRUNKQITSQEHEM-UHFFFAOYSA-N,43,1.633468456
,CHEMBL1783874,Clc1ccc(cc1)N2C=Nc3c(sc4nccc(NCC#C)c34)C2=O,MAYHTEHJUHRFSA-UHFFFAOYSA-N,43,1.633468456
,CHEMBL3786375,Clc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cc4,XKBGQXMBRCPCCL-UHFFFAOYSA-N,43,1.633468456
Irbesartan,CAS138402-11-6,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,YOSHYTLCDANDAN-UHFFFAOYSA-N,43,1.633468456
,CHEMBL377168,CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)C(=O)C,YJBDHZKAVGNHET-UHFFFAOYSA-N,43,1.633468456
,CHEMBL1224165,CCCC1(CCCN1)C(=O)c2cc(F)c3[nH]ccc3c2,WTCFDFPSNBMAOR-UHFFFAOYSA-N,43,1.633468456
,CHEMBL3410448,Cc1cn2nc(cc2nc1N3CC[C@H](O)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,RAHGUIKCLOWKQC-UWJYYQICSA-N,43,1.633468456
,CHEMBL379866,CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,UACOXBQBNWQWOK-UHFFFAOYSA-N,43,1.633468456
,CHEMBL2333603,CCCCn1c(cn2c3C(=O)NC(=O)N(C)c3nc12)c4ccccc4C,KCEWOOVCWCPFCY-UHFFFAOYSA-N,42.7,1.630427875
,CHEMBL3770256,O=C1NC=Nc2cnccc12,QMOPAFMMLWUTKI-UHFFFAOYSA-N,42.61,1.629511534
,CHEMBL3828084,Cn1cc(cn1)c2ccc(cc2)c3cnc(N)c4ccc(nc34)C(=O)N5CCC5,LOOFFGPDPOEAMT-UHFFFAOYSA-N,42.6,1.629409599
,CHEMBL271967,CCCCn1c(cn2c3C(=O)NC(=O)N(C)c3nc12)c4ccccc4,WFEZMDMNDVDXDW-UHFFFAOYSA-N,42.5,1.62838893
,CHEMBL1939626,Cc1cc(NC(=O)c2ccc3ccccc3c2)ccc1c4ccc(OCC(C)(C)C(=O)O)nn4,OPCHNJMLQJWNRU-UHFFFAOYSA-N,42.5,1.62838893
,CHEMBL466674,OCC(=O)Nc1ccc2N=CN(Cc3ccc(Cl)c(c3)C(F)(F)F)C(=O)c2c1,IDYGCGYCHOUWQB-UHFFFAOYSA-N,42.4,1.627365857
,CHEMBL3261265,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2cnc(OC)c(N)c2)c(OC)c1,SJUIAQGLXFJIBB-AATRIKPKSA-N,42.3,1.626340367
,CHEMBL1927147,Cl.Clc1ccccc1N2NC3=CC(=O)N4CCCN(Cc5ccccc5)CC4=C3C2=O,DSRNDKNGQPKUQR-UHFFFAOYSA-N,42.2,1.625312451
,CHEMBL1086046,CS(=O)(=O)NC[C@@H]1CCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(cc4)C(F)(F)F,IDDAGTIBLUFZOH-PCMMCCAGSA-N,42.1,1.624282096
,CHEMBL2017974,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,CWHUFRVAEUJCEF-UHFFFAOYSA-N,42,1.62324929
,CHEMBL2177113,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16,HLZIYZMSCOXBTI-UHFFFAOYSA-N,42,1.62324929
,CHEMBL1649674,Fc1cc(ccc1CN2CCCC2=O)n3nc(c4CCCCc34)C(F)(F)F,FMFRNCRYWTXTOL-UHFFFAOYSA-N,42,1.62324929
,CHEMBL3787261,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCC(C)(O)C5)cc4,BAKIYMNVCWZQIA-UHFFFAOYSA-N,42,1.62324929
,CHEMBL197500,COC(=O)N[C@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)(C)C,JTIFBCHFPVQSEH-UNMGZEBXSA-N,42,1.62324929
,CHEMBL574795,COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)Cc4ccc(Br)cc4)C(C)(C)C,YIGWEZGHVPDQGX-IRYJCKHSSA-N,42,1.62324929
,CHEMBL2347792,CCOC(=O)c1ccc2N3C(=O)c4ccccc4N=C3C(=O)c2c1,WUYCDRGAKUSXRB-UHFFFAOYSA-N,42,1.62324929
,CHEMBL2164565,CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F,UCJMDMYGVGENKA-UHFFFAOYSA-N,42,1.62324929
,CHEMBL210603,CCCCOc1ncc(cc1c2nc(O)c3nn(Cc4ccccn4)c(CCC)c3n2)C(=O)C,IQOUMUUIJXJPMR-UHFFFAOYSA-N,42,1.62324929
,CHEMBL3410431,Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C)c(C)cn4n3,VCWPKYFCMLKGCH-FQEVSTJZSA-N,42,1.62324929
,CHEMBL3408274,C[C@@H](N(C)c1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,YZPXOELSBMGYGO-OAHLLOKOSA-N,42,1.62324929
,CHEMBL2397315,C[C@@H](CC(F)(F)F)C(=O)Nc1nc(C)c(s1)c2ccc(N)nc2,IIFUCWPNUMIYRT-ZETCQYMHSA-N,42,1.62324929
,CHEMBL1209431,Nc1nccc(\C=C\c2ccccc2)n1,LNUXNUNUGIHCPA-VOTSOKGWSA-N,41.9,1.622214023
,CHEMBL3608688,C[C@H]1N(CCn2c1nnc2c3nc(ns3)C(F)(F)F)C(=O)c4ccc(F)cc4,RLKUYZTZCXMODG-MRVPVSSYSA-N,41.9,1.622214023
,CHEMBL3401131,CN1C(=O)C=C(N=C1N2CCO[C@@H]3CCCC[C@@H]23)c4ccncc4F,KXTWFYBMSDHQDY-HZPDHXFCSA-N,41.8,1.621176282
,CHEMBL1649659,FC(F)(F)c1nn(c2CCCCc12)c3ccc(cc3)C(=O)N4CCCC4,PMXYSSZJPIWCHI-UHFFFAOYSA-N,41.5,1.618048097
,CHEMBL3746630,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCOCC4,REAVXZAOWWEWSK-HNNXBMFYSA-N,41.49,1.617943435
,CHEMBL3407866,OC(=O)c1cc(ncn1)c2ccc(Cl)c(Cl)c2,FPVPSYCVUOIXCH-UHFFFAOYSA-N,41.4,1.617000341
,CHEMBL1939629,Cc1cc(NC(=O)c2ccc3ccccc3c2)ccc1c4ccc(OCC(C)(C)C(=O)O)cn4,SJUSFNZRZGAYSC-UHFFFAOYSA-N,41.3,1.615950052
,CHEMBL3775535,CNC(=O)c1ccc2[nH]nc(Cc3ccc(cc3)c4cnn(C)c4)c2c1,OHNXBYACIOVGBQ-UHFFFAOYSA-N,41.2,1.614897216
,CHEMBL565101,N[C@@H](CC(=O)N1CCC[C@H]1COc2cc(ccn2)C#N)Cc3cc(F)c(F)cc3F,HQWMAFCDWCDARE-CVEARBPZSA-N,41,1.612783857
,CHEMBL3670638,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CC6(CCCO6)C5)cc4,FGJFPWDOUNOKFZ-UHFFFAOYSA-N,41,1.612783857
,CHEMBL558452,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)S(=O)(=O)C(F)(F)F,HRPXFEWNYGNBNG-NEPJUHHUSA-N,41,1.612783857
,CHEMBL380364,CN(C(=O)c1ccncc1)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F,NKPNTUSJVYZWLM-UHFFFAOYSA-N,41,1.612783857
,CHEMBL1224164,CCCC1(CCCN1)C(=O)c2ccc3[nH]ccc3c2,PMWJXJVDUJHXHT-UHFFFAOYSA-N,41,1.612783857
,CHEMBL3394686,Cc1nc(sc1C(=O)NCc2cn(C)cn2)N3C=NN(Cc4ccc(F)cc4)C3=O,WUXVFDRDUKEWLP-UHFFFAOYSA-N,41,1.612783857
,CHEMBL2397316,Cc1nc(NC(=O)C(C)(C)CC(F)(F)F)sc1c2ccc(N)nc2,UGTHQAXCCBBNQW-UHFFFAOYSA-N,41,1.612783857
,CHEMBL2087742,Cc1c(F)cc(cc1c2c(F)cn3c(nnc3c2F)C(C)(C)C)C(=O)NC4CC4,ZVBTZTQYHOXIBC-UHFFFAOYSA-N,41,1.612783857
,CHEMBL2180034,CC1=NC(N=C1N)(C2CCCCC2)c3cccc(c3)c4cccnc4,LQZWYEXWILDROH-UHFFFAOYSA-N,41,1.612783857
,CHEMBL2180024,CC1=NC(N=C1N)(c2ccc(F)cc2)c3cccc(c3)c4cccnc4,PXUUVOWXCHBBOB-UHFFFAOYSA-N,41,1.612783857
,CHEMBL3753450,CC(Oc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2)C(F)(F)F,ADLJEZREHNJMCU-UHFFFAOYSA-N,41,1.612783857
Propranolol,CAS5051-22-9,CC(C)NC[C@@H](O)COc1cccc2ccccc12.Cl,ZMRUPTIKESYGQW-PFEQFJNWSA-N,41,1.612783857
,CHEMBL386033,CC(C)c1nnc2ccc(cn12)c3cnoc3c4cc(F)ccc4F,BMAFABSRVLXVFC-UHFFFAOYSA-N,41,1.612783857
,CHEMBL1223237,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6occc6c5,HUDWMNWXZIMODJ-UHFFFAOYSA-N,41,1.612783857
,CHEMBL260377,COc1ccc2C(=CCCc2c1)CCCN3CCc4cc(OC)c(OC)cc4C3,CIZNGVIPVFMLRQ-UHFFFAOYSA-N,40.7,1.609594409
,CHEMBL2170951,C(c1ccc2ncccc2c1)n3nnc4nccnc34,RLFXAXXSQHSTFS-UHFFFAOYSA-N,40.5,1.607455023
,CHEMBL1644612,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ncccc4C#N,PQTKLDRCMUNDCS-IZZQQSIFSA-N,40.2,1.604226053
,CHEMBL3827023,COC1(C)CN(C1)C(=O)c2ccc3c(N)ncc(c4ccc(cc4)c5cnn(C)c5)c3n2,BIPBLKIGJHZBND-UHFFFAOYSA-N,40.1,1.603144373
,CHEMBL1720902,CC(C)Oc1cccc(c1)c2ccnc(n2)N3CCC(CC3)C(=O)N,FEZHSOQGVVCFMF-UHFFFAOYSA-N,40.1,1.603144373
,CHEMBL3745780,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCOCC4=O,OONMGCSHBIPQHN-AWEZNQCLSA-N,40.08,1.602927713
,CHEMBL1080512,o1cccc1c2nc3[nH]ccc3cc2c4ccncn4,SDUHCRWJXFZMQH-UHFFFAOYSA-N,40,1.602059991
,CHEMBL1076563,O=C1Nc2cc(c3ccncn3)c(nc2N1)c4occc4,MKVQVZUHJKLKRR-UHFFFAOYSA-N,40,1.602059991
,CHEMBL1649680,FC(F)(F)c1nn(c2CCCCc12)c3ccc(CN4CCCS4(=O)=O)cc3,AMFXGPAZFUDXQW-UHFFFAOYSA-N,40,1.602059991
,CHEMBL2180023,COc1cccc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)c4ccncc4,JGYNJPZQUBJSBG-UHFFFAOYSA-N,40,1.602059991
,CHEMBL569185,COc1ccc(CCN2[C@@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1,GFFIHDXPUGXVGG-IBGZPJMESA-N,40,1.602059991
,CHEMBL2419492,CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(OC)cc3,QSJSWBPRIPCKFT-UHFFFAOYSA-N,40,1.602059991
